Price,Close,High,Low,Open,Volume
Ticker,TSLA-USD,TSLA-USD,TSLA-USD,TSLA-USD,TSLA-USD
Date,,,,,
2021-01-08,2.128257989883423,2.2945330142974854,1.705219030380249,2.082756996154785,977638
2021-01-09,2.119088888168335,2.2683770656585693,2.0815589427948,2.128288984298706,898555
2021-01-10,2.0054008960723877,2.2473039627075195,1.6544560194015503,2.1191349029541016,631992
2021-01-11,1.9542789459228516,2.130300998687744,1.6043510437011719,2.0049469470977783,901921
2021-01-12,1.8518489599227905,2.206965923309326,1.823639988899231,1.9552329778671265,920577
2021-01-13,1.810001015663147,1.9256139993667603,1.765841007232666,1.852890968322754,913800
2021-01-14,1.8731529712677002,1.8996540307998657,1.6673150062561035,1.8104710578918457,822650
2021-01-15,1.772737979888916,2.036724090576172,1.7229739427566528,1.8731069564819336,906142
2021-01-16,1.7191070318222046,1.82920503616333,1.5603660345077515,1.7748329639434814,748964
2021-01-17,1.6776679754257202,1.7287579774856567,1.5007120370864868,1.7188639640808105,653626
2021-01-18,1.703758955001831,1.709723949432373,1.6475780010223389,1.6780329942703247,819009
2021-01-19,1.6690939664840698,1.7120469808578491,1.4150539636611938,1.701799988746643,389505
2021-01-20,1.5859090089797974,1.946328043937683,1.1572949886322021,1.666741967201233,1121025
